CODIGO;NOMBRE;Impuesto;grupo;TCPROM_INV_Sin_Iva;TCPROM_INV;ULT_PRE_COMPRA_Sin_Iva;ULT_PRE_COMPRA;PRECIO_1_Sin_Iva;PRECIO_2_Sin_Iva;PRECIO_3_Sin_Iva;PRECIO_4_Sin_Iva;PRECIO_5_Sin_Iva;PRECIO_6_Sin_Iva;PRECIO_1;PRECIO_2;PRECIO_3;PRECIO_4;PRECIO_5;PRECIO_6;UBICACION;Estado_Plu;Referencia;SubcategoriaCD;Subcategoria;CategoriaCD;Categoria;LineaCD;Linea;Marca;Cumulative Count
2741;GUANTE DOMESTICO amarillo;19.0000;00001;1026;1221;1953;2324;2478.99159664;2773.10924370;2100.84033613;0E-8;0E-8;0E-8;2950.0000;3300.0000;2500.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2740;PORTA LECHE HANMI RF HM092;19.0000;00001;3939;4687;3939;4687;3949.57983193;3949.57983193;3938.65546218;0E-8;0E-8;0E-8;4700.0000;4700.0000;4687.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2739;CHUPO SILICONA TIPO AVENT;19.0000;00001;472;562;472;562;1512.60504202;2100.84033613;436.13445378;0E-8;0E-8;0E-8;1800.0000;2500.0000;519.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;;;;;;1
2738;CEPILLO CABELLO CON ESPEJO flower;19.0000;05;852;1014;852;1014;1512.60504202;2100.84033613;852.10084034;0E-8;0E-8;0E-8;1800.0000;2500.0000;1014.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
2737;CEPILLO CABELLO XIAO MINI CUTIE  9906;19.0000;00001;1358;1616;1358;1616;1932.77310924;1932.77310924;1357.98319328;0E-8;0E-8;0E-8;2300.0000;2300.0000;1616.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2736;CEPILLO CABELLO XIAO JUSI CARRY  Y PARIS;19.0000;00001;2451;2917;2451;2917;5042.01680672;4411.76470588;2451.26050420;0E-8;0E-8;0E-8;6000.0000;5250.0000;2917.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2735;CEPILLO CABELLO XIAO YA TOU 8581 - 8583 -8586;19.0000;05;8824;10501;8824;10501;10924.36974790;11344.53781513;8823.52941176;0E-8;0E-8;0E-8;13000.0000;13500.0000;10500.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;9628;ACCESORIOS CABELLO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
2734;ESTUCHE MANICURE mini ECON SIN CAJA;19.0000;00001;1441;1715;1441;1715;3361.34453782;2605.04201681;1441.17647059;0E-8;0E-8;0E-8;4000.0000;3100.0000;1715.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2732;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2731;CORTA UÑAS FIGURAS NIÑOS;19.0000;00001;507;603;507;603;1008.40336134;840.33613445;506.72268908;0E-8;0E-8;0E-8;1200.0000;1000.0000;603.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;9620;ACCESORIOS COSMETICOS;64;COSMETICOS;;1
2730;ESTUCHE MANICURE NEON aimini x 3;19.0000;00001;2422;2882;2422;2882;4621.84873950;4201.68067227;2421.84873950;0E-8;0E-8;0E-8;5500.0000;5000.0000;2882.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2729;ESTUCHE MANICURE ENCART x9 JIN DA;19.0000;00001;2385;2838;2385;2838;4621.84873950;4201.68067227;2384.87394958;0E-8;0E-8;0E-8;5500.0000;5000.0000;2838.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2728;DEPILADOR NEGRO YILIYA;19.0000;00001;214;255;214;255;420.16806723;588.23529412;214.28571429;0E-8;0E-8;0E-8;500.0000;700.0000;255.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;9620;ACCESORIOS COSMETICOS;64;COSMETICOS;;1
2727;DEPILADOR NEON  DN768 - DN767 - DN367;19.0000;00001;742;883;742;883;1176.47058824;1680.67226891;742.01680672;;;;1400.0000;2000.0000;883.0000;;;;;ACTIVO;;0;0;9620;ACCESORIOS COSMETICOS;64;COSMETICOS;;1
2726;TIJERA NARIZ PASTON;19.0000;00001;827;984;0;0;1260.50420168;1176.47058824;826.89075630;0E-8;0E-8;0E-8;1500.0000;1400.0000;984.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2724;BROCHA KIT x8 RUBIFACE PROFESIONAL;19.0000;00001;9012;10724;9012;10724;13865.54621849;13865.54621849;9011.76470588;0E-8;0E-8;0E-8;16500.0000;16500.0000;10724.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
2722;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2720;ILUMINADOR RAYMAR X 2 ( R 4040 );19.0000;00001;3361;4000;3361;4000;4201.68067227;4117.64705882;3361.34453782;0E-8;0E-8;0E-8;5000.0000;4900.0000;4000.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2719;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2718;SOMBRA RAYMAR X 9 (R-2299);19.0000;05;2113;2514;2113;2514;2521.00840336;2689.07563025;2114.28571429;0E-8;0E-8;0E-8;3000.0000;3200.0000;2516.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;;;;;;1
2717;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2716;CREM PEINAR DOVE X 200 ML;19.0000;00001;6722;7999;7395;8800;8823.52941176;9243.69747899;7394.95798319;;0E-8;0E-8;10500.0000;11000.0000;8800.0000;;0.0000;0.0000;;INACTIVO;;;;9614;BALSAMOS Y ACONDICIONADORES;96;CUIDADO CAPILAR Y ACCESORIOS;DOVE;1
2713;DES DOVE SOBRE DERMOACLARANT X 10 U;19.0000;01;7045;8384;7106;8456;8319.32773109;8823.52941176;7105.88235294;;;;9900.0000;10500.0000;8456.0000;;;;6-A1-4;ACTIVO;;1465;DESODORANTE SACHET;40614;DESODORANTES;406;CUIDADO CORPORAL;DOVE;1
2706;ACEITE DE CANNABIS X 60 ml;19.0000;02;10423;12403;10423;12403;11680.67226891;11848.73949580;10422.68907563;0E-8;0E-8;0E-8;13900.0000;14100.0000;12403.0000;0.0000;0.0000;0.0000;;INACTIVO;;0;0;40637;ACEITES;406;CUIDADO CORPORAL;;1
2705;ESPEJO REDONDO;19.0000;00001;1311;1560;1311;1560;1848.73949580;1848.73949580;1310.92436975;0E-8;0E-8;0E-8;2200.0000;2200.0000;1560.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2704;NECESER BAUL REF-8028 LUJO;19.0000;00001;40000;47600;40000;47600;58823.52941176;57983.19327731;40000.00000000;0E-8;0E-8;0E-8;70000.0000;69000.0000;47600.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2703;KIT PEINILLA PROFESIONAL;19.0000;00001;1890;2249;1890;2249;3529.41176471;2151.26050420;1889.91596639;0E-8;0E-8;0E-8;4200.0000;2560.0000;2249.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2702;NECESER BAUL REF 815-C brillante;19.0000;00001;28932;34429;28932;34429;48739.49579832;47058.82352941;28931.93277311;0E-8;0E-8;0E-8;58000.0000;56000.0000;34429.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2701;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2700;RASPA CALLO -JCO1 COLORES;19.0000;02;697;829;697;829;1428.57142857;1680.67226891;696.63865546;0E-8;0E-8;0E-8;1700.0000;2000.0000;829.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2699;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2697;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2696;TETERO prematuro 8228;19.0000;00001;1197;1424;2521;3000;2941.17647059;3361.34453782;2521.00840336;0E-8;0E-8;0E-8;3500.0000;4000.0000;3000.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2695;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2694;POMO PUFF MAN FEI WEN Cajita con base;19.0000;00001;974;1159;974;1159;1848.73949580;1680.67226891;974.78991597;0E-8;0E-8;0E-8;2200.0000;2000.0000;1160.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2693;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2692;TETERO wide neck 050S;19.0000;02;3561;4238;0;0;5462.18487395;5210.08403361;3561.34453782;0E-8;0E-8;0E-8;6500.0000;6200.0000;4238.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2691;TETERO ( RF  ZR-187 ) MINITREE HONGO;19.0000;00001;5833;6941;0;0;9075.63025210;8823.52941176;5832.77310924;0E-8;0E-8;0E-8;10800.0000;10500.0000;6941.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2690;TETERO ( RF  ZR-167X ) FORMA PIES;19.0000;02;5159;6139;0;0;7983.19327731;7563.02521008;5158.82352941;0E-8;0E-8;0E-8;9500.0000;9000.0000;6139.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2689;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2688;TETERO prematuro 049 - 018;19.0000;00001;1500;1785;0;0;2773.10924370;2521.00840336;1500.00000000;0E-8;0E-8;0E-8;3300.0000;3000.0000;1785.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2687;TETERO wide neck AK2181;19.0000;00001;5798;6900;5798;6900;6302.52100840;6302.52100840;5798.31932773;0E-8;0E-8;0E-8;7500.0000;7500.0000;6900.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;;;;;;1
2686;BROCHA  POMO ACETATO TRASPARENTE;19.0000;00001;1664;1980;1664;1980;2941.17647059;2689.07563025;1663.86554622;0E-8;0E-8;0E-8;3500.0000;3200.0000;1980.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2685;POMO PUFF ECONOMICO COLORES;19.0000;00001;794;945;794;945;1680.67226891;907.56302521;794.11764706;0E-8;0E-8;0E-8;2000.0000;1080.0000;945.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2684;POMO PUFF FINO REF ESTU ACETATO fino;19.0000;00001;1087;1294;1087;1294;1848.73949580;1848.73949580;1087.39495798;0E-8;0E-8;0E-8;2200.0000;2200.0000;1294.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2683;APLICADOR SOMBRAS CUADRADO;19.0000;00001;670;797;670;797;1092.43697479;1008.40336134;669.74789916;0E-8;0E-8;0E-8;1300.0000;1200.0000;797.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2682;CEPILLO CABELLO MAGGIE;19.0000;00001;925;1101;925;1101;1596.63865546;1512.60504202;925.21008403;0E-8;0E-8;0E-8;1900.0000;1800.0000;1101.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2681;BROCHA BRUSH REF 603;19.0000;00001;2521;3000;2521;3000;3025.21008403;3025.21008403;2521.00840336;3361.34453782;0E-8;0E-8;3600.0000;3600.0000;3000.0000;4000.0000;0.0000;0.0000;;INACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
2680;MAQUINA VENUS;19.0000;00001;2752;3275;2766;3291;3193.27731092;3361.34453782;2766.38655462;0E-8;0E-8;0E-8;3800.0000;4000.0000;3292.0000;0.0000;0.0000;0.0000;2-B3-1;ACTIVO;;;;9856;HOJAS Y MAQUINAS MUJER;98;CUIDADO ORAL Y AFEITADA;GILLETTE;1
2678-1;PROTECTOR CAREFREE x 15 SIN PERFUME;19.0000;0;985;1172;985;1172;1260.50420168;1470.58823529;984.87394958;;;;1500.0000;1750.0000;1172.0000;;;;;ACTIVO;;;;6760;PROTECTORES DIARIOS;67;PAPELES Y ABSORBENTES;CAREFREE;1
2678;PROTECTOR CAREFREE x 15 CON PERFUME;0.0000;00001;1162;1162;1159;1159;1500.00000000;1800.00000000;1159.00000000;0E-8;0E-8;0E-8;1500.0000;1800.0000;1159.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6760;PROTECTORES DIARIOS;67;PAPELES Y ABSORBENTES;CAREFREE;1
2677;PAÑITOS DAMPY AMARILLO X 25 paca 40;0.0000;02;1459;1459;1459;1459;1800.00000000;2500.00000000;1459.00000000;;0E-8;0E-8;1800.0000;2500.0000;1459.0000;;0.0000;0.0000;;ACTIVO;;8510;TOALLITAS HUMEDAS EXPERTO;6785;TOALLITAS HUMEDAS;67;PAPELES Y ABSORBENTES;DAMPY;1
2675;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2674;AMBIENTADOR AEROSOL GARDEN X 400 ml;19.0000;00001;2942;3501;2942;3501;3949.57983193;4201.68067227;3193.27731092;0E-8;0E-8;0E-8;4700.0000;5000.0000;3800.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;40440;AMBIENTADORES;404;DESECHABLES Y AEROSOLES;;1
2672;POLVO SUELTO LUXURY POWDER;19.0000;00001;1428;1699;1428;1699;2521.00840336;3613.44537815;1427.73109244;0E-8;0E-8;0E-8;3000.0000;4300.0000;1699.0000;0.0000;0.0000;0.0000;;INACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
2671;PRIMER HUXIABEAUTY FINO X 30 ML;19.0000;00001;2017;2400;2017;2400;5882.35294118;2294.11764706;2016.80672269;0E-8;0E-8;0E-8;7000.0000;2730.0000;2400.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2670;CONTORNO  CONCEALEAR X 6 ( R 5204 );19.0000;00001;1512;1799;1512;1799;4621.84873950;1722.68907563;1511.76470588;0E-8;0E-8;0E-8;5500.0000;2050.0000;1799.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2669;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2668;PRIMER HUXIA BEAUTY X 35 ML;19.0000;00001;924;1100;924;1100;2521.00840336;2100.84033613;924.36974790;0E-8;0E-8;0E-8;3000.0000;2500.0000;1100.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2666;ESMALTE PROFESIONAL ANGELACQ;19.0000;00001;3193;3800;3193;3800;12605.04201681;10924.36974790;3193.27731092;0E-8;0E-8;0E-8;15000.0000;13000.0000;3800.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2665;TRAT OLEO ELVIVE X 4.5 ML;19.0000;00001;2210;2630;0;0;2941.17647059;2521.00840336;2210.08403361;0E-8;0E-8;0E-8;3500.0000;3000.0000;2630.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2664;ESMALTE NASTY X 18 ML;19.0000;00001;1000;1190;1000;1190;1764.70588235;2100.84033613;924.36974790;0E-8;0E-8;0E-8;2100.0000;2500.0000;1100.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2663;PINCEL SET X 6;19.0000;08;3361;4000;3445;4100;3949.57983193;4201.68067227;3445.37815126;0E-8;0E-8;0E-8;4700.0000;5000.0000;4100.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2661;BLOQUEADOR BANANA BOAT X 236 ML;19.0000;00001;11764;13999;11764;13999;14285.71428571;13369.74789916;11763.86554622;0E-8;0E-8;0E-8;17000.0000;15910.0000;13999.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2659;BLOQUEADOR BANANA BOAT X 180 ML amarillo;19.0000;00001;6722;7999;6722;7999;10084.03361345;9243.69747899;6721.84873950;0E-8;0E-8;0E-8;12000.0000;11000.0000;7999.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2656;CREMA DE MANOS SANKO X 400 ML;19.0000;00001;2941;3500;2941;3500;3361.34453782;3361.34453782;2941.17647059;0E-8;0E-8;0E-8;4000.0000;4000.0000;3500.0000;0.0000;0.0000;0.0000;;INACTIVO;;1310;CREMAS HUMECTANTES;40613;CREMAS DE MANOS Y CORPORAL;406;CUIDADO CORPORAL;;1
2655;SH LISSIA X 425 CRECE PELO;19.0000;01;9075;10799;9075;10799;13865.54621849;14285.71428571;11932.77310924;;;;16500.0000;17000.0000;14200.0000;;;;;INACTIVO;;0;0;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;;1
2653;DELINEADOR BONSHIK BS88;19.0000;05;2906;3458;2906;3458;4033.61344538;4873.94957983;3529.41176471;0E-8;0E-8;0E-8;4800.0000;5800.0000;4200.0000;0.0000;0.0000;0.0000;;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
2652;BOMBILLO INFINITA LED 12 W;19.0000;00001;2942;3501;2942;3501;4369.74789916;4369.74789916;2942.01680672;0E-8;0E-8;0E-8;5200.0000;5200.0000;3501.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2648;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2647;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2645;SH ARDEN FOR MEN X 310 ML;19.0000;01;3361;4000;3361;4000;5882.35294118;5882.35294118;3361.34453782;5042.01680672;0E-8;0E-8;7000.0000;7000.0000;4000.0000;6000.0000;0.0000;0.0000;;ACTIVO;;;;9613;SHAMPOO;96;CUIDADO CAPILAR Y ACCESORIOS;ARDEN FOR MEN;1
2642;ENJUAGUE COLGATE PLAX X 250 VERDE;19.0000;00001;3361;4000;3361;4000;5042.01680672;3823.52941176;3361.34453782;0E-8;0E-8;0E-8;6000.0000;4550.0000;4000.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2641;LOCION CALIENTE CANNABIS;0.0000;00001;7000;7000;7000;7000;8000.00000000;7960.00000000;7000.00000000;0E-8;0E-8;0E-8;8000.0000;7960.0000;7000.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2635;ATOMIZADOR x 120 0129;19.0000;00001;1512;1799;1512;1799;1848.73949580;1722.68907563;1511.76470588;0E-8;0E-8;0E-8;2200.0000;2050.0000;1799.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2634;BASE VOGUE TUBO COBERTURA  MATE tapa azul;19.0000;04;3699;4402;3852;4584;5042.01680672;5462.18487395;4247.89915966;4621.84873950;4110.08403361;4110.08403361;6000.0000;6500.0000;5055.0000;5500.0000;4891.0000;4891.0000;;INACTIVO;;510;BASE;6405;MAQUILLAJE;64;COSMETICOS;VOGUE;1
2633;POLVO VOGUE SUPER COBERTURA nuevo;19.0000;04;3202;3810;3323;3954;3697.47899160;3697.47899160;3221.00840336;4201.68067227;0E-8;0E-8;4400.0000;4400.0000;3833.0000;5000.0000;0.0000;0.0000;;INACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
2625;AGUA MISCELAR NIVEA;19.0000;00001;6050;7200;6050;7200;11680.67226891;6882.35294118;6050.42016807;0E-8;0E-8;0E-8;13900.0000;8190.0000;7200.0000;0.0000;0.0000;0.0000;;INACTIVO;;0;0;6412;TRATAMIENTOS;64;COSMETICOS;;1
2623;POLVO MAX FACTOR X 2;19.0000;00004;15378;18300;15378;18300;25126.05042017;17478.99159664;15378.15126050;0E-8;0E-8;0E-8;29900.0000;20800.0000;18300.0000;0.0000;0.0000;0.0000;;INACTIVO;;0;0;6405;MAQUILLAJE;64;COSMETICOS;;1
2617;ACETAMINOFEN X 300 - 500 mg;0.0000;30;11000;11000;12287;12287;14700.00000000;15500.00000000;12980.00000000;;;;14700.0000;15500.0000;12980.0000;;;;;INACTIVO;;2002;DOLOR;9120;OTC;91;OTC;;1
2616;PINCEL DECORADOR DE UÑAS X 3 DN1197;19.0000;00001;6303;7500;6303;7500;7563.02521008;8403.36134454;6302.52100840;7310.92436975;0E-8;0E-8;9000.0000;10000.0000;7500.0000;8700.0000;0.0000;0.0000;;ACTIVO;;;;;;;;;1
2615;REMOVEDOR PERFECT N.4  X 500 ml;19.0000;08;3109;3700;3109;3700;3529.41176471;4201.68067227;3109.24369748;0E-8;0E-8;0E-8;4200.0000;5000.0000;3700.0000;0.0000;0.0000;0.0000;3-B4-6;ACTIVO;;;;;;;;;1
2614;DES ARDEN FOR MEN SPRAY IND;19.0000;00001;5462;6500;5462;6500;6302.52100840;6210.08403361;5462.18487395;0E-8;0E-8;0E-8;7500.0000;7390.0000;6500.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2611;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2610;SOMBRA GLITTER ( Y 89131 );19.0000;00001;7815;9300;7815;9300;8823.52941176;8882.35294118;7815.12605042;0E-8;0E-8;0E-8;10500.0000;10570.0000;9300.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2609;BAÑO LIQUIIDO JHONSSON X 200;19.0000;00001;7143;8500;7143;8500;8235.29411765;8235.29411765;7142.85714286;0E-8;0E-8;0E-8;9800.0000;9800.0000;8500.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2608;PEGA PESTAÑAS DUO;19.0000;00001;9033;10749;9033;10749;10504.20168067;10268.90756303;9032.77310924;0E-8;0E-8;0E-8;12500.0000;12220.0000;10749.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2607;EXFOLIANTE DULCE BELLA;19.0000;00001;9075;10799;9075;10799;10504.20168067;10319.32773109;9074.78991597;0E-8;0E-8;0E-8;12500.0000;12280.0000;10799.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2604;BETUN BOWY NEGRO # 2;19.0000;00001;2868;3413;2899;3450;3361.34453782;3781.51260504;2899.15966387;0E-8;0E-8;0E-8;4000.0000;4500.0000;3450.0000;0.0000;0.0000;0.0000;5-A11-6;ACTIVO;;;;40570;BETUNES;405;LIMPIADORES E IMPLEMENTOS ASEO;;1
2603;LABIAL BON SHIK CON APLICADOR;19.0000;00001;2269;2700;2269;2700;2605.04201681;2521.00840336;2268.90756303;0E-8;0E-8;0E-8;3100.0000;3000.0000;2700.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2602;TETERO AVENT 9 ONZ;19.0000;00001;21008;25000;0;0;23529.41176471;23529.41176471;21008.40336134;0E-8;0E-8;0E-8;28000.0000;28000.0000;25000.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2601;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2600;ENTRETENEDOR only baby  cadena bolas AK7486;19.0000;00001;4454;5300;4454;5300;5882.35294118;6722.68907563;4453.78151261;0E-8;0E-8;0E-8;7000.0000;8000.0000;5300.0000;0.0000;0.0000;0.0000;;INACTIVO;;0;0;7415;ACCESORIOS PEQUENOS BB;74;ACCESORIOS BEBES;CHINA;1
2597;BASE LIQUIDA BONSHIK BS 86;19.0000;34;5379;6401;5379;6401;6974.78991597;7983.19327731;5411.76470588;0E-8;0E-8;0E-8;8300.0000;9500.0000;6440.0000;0.0000;0.0000;0.0000;2-A1-5;ACTIVO;;;;6405;MAQUILLAJE;64;COSMETICOS;;1
2596;ILUMINADOR SAMY X 6;19.0000;00001;14624;17403;14624;17403;16638.65546218;16621.84873950;14624.36974790;0E-8;0E-8;0E-8;19800.0000;19780.0000;17403.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2595;CEPI ADULTO WILPA  tipo pro;19.0000;01;631;751;631;751;924.36974790;1260.50420168;630.25210084;1008.40336134;0E-8;0E-8;1100.0000;1500.0000;750.0000;1200.0000;0.0000;0.0000;;ACTIVO;;1010;CEPILLO DENTAL ADULTOS;9810;CEPILLOS DENTALES;98;CUIDADO ORAL Y AFEITADA;INFINITA;1
2594;BRILLO COJIN LLAVERO;19.0000;00001;924;1100;924;1100;1260.50420168;1092.43697479;924.36974790;0E-8;0E-8;0E-8;1500.0000;1300.0000;1100.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2593;APLICADOR DE SOMBRA X 24;19.0000;00001;2100;2499;2100;2499;2521.00840336;2386.55462185;2100.00000000;0E-8;0E-8;0E-8;3000.0000;2840.0000;2499.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2591;KIT ORAL VIAJERO YOKY  CUADRADO;19.0000;00001;5210;6200;5210;6200;6260.50420168;6260.50420168;5478.99159664;6722.68907563;0E-8;0E-8;7450.0000;7450.0000;6520.0000;8000.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2589;BLOQUEADOR NIVEA FACIAL F 50 Q10 ANTIEDAD X 50 ml;19.0000;00001;23697;28200;23697;28200;27731.09243697;28571.42857143;23697.47899160;0E-8;0E-8;0E-8;33000.0000;34000.0000;28200.0000;0.0000;0.0000;0.0000;4-A6-4;ACTIVO;;;;;;;;;1
2586;PAÑITOS DAMPY AZUL X 25;0.0000;00001;856;856;1000;1000;1550.00000000;1800.00000000;1390.00000000;1200.00000000;0E-8;0E-8;1550.0000;1800.0000;1390.0000;1200.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2585;SEDA DENTAL YOKY X 30 mt VERDE;19.0000;45;1300;1546;1334;1587;1512.60504202;1680.67226891;1333.61344538;;;;1800.0000;2000.0000;1587.0000;;;;3-A1-1;ACTIVO;;5821;GUANTES INDUSTRIALES;40558;GUANTES;405;LIMPIADORES E IMPLEMENTOS ASEO;YOKY;1
2584;BOMBILLO ASTRO 12 W;19.0000;00001;2735;3255;3117;3709;3781.51260504;3781.51260504;3276.47058824;4033.61344538;0E-8;0E-8;4500.0000;4500.0000;3899.0000;4800.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2581;CEPI ADULTO INFINITA;19.0000;00001;378;450;378;450;504.20168067;436.97478992;378.15126050;0E-8;0E-8;0E-8;600.0000;520.0000;450.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2580;CEPI NIÑO INFINITA;19.0000;00001;378;450;378;450;504.20168067;436.97478992;378.15126050;0E-8;0E-8;0E-8;600.0000;520.0000;450.0000;0.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2579;KIT ORAL PARA BEBE YOKY;19.0000;19;7899;9400;7899;9400;11932.77310924;12184.87394958;10084.03361345;9663.86554622;0E-8;0E-8;14200.0000;14500.0000;12000.0000;11500.0000;0.0000;0.0000;;INACTIVO;;;;;;;;;1
2578;KIT YOKY ORTODONCIA;19.0000;45;10002;11902;10002;11902;11764.70588235;12605.04201681;10001.68067227;0E-8;0E-8;0E-8;14000.0000;15000.0000;11902.0000;0.0000;0.0000;0.0000;3-A1-1;ACTIVO;;;;;;;;YOKY;1
2575;BORRADO*;0.0000;0;0;0;;;;;;;;;;;;;;;;INACTIVO;;;;;;;;;1
2573;BRILLO CORONA  NIÑA;19.0000;05;2351;2798;2351;2798;3109.24369748;3361.34453782;2352.94117647;;;;3700.0000;4000.0000;2800.0000;;;;1-A6-7;ACTIVO;;;;;;;;;1
